side,entry_time,entry_price,stop,target,exit_time,exit_price,exit_reason,realized_r,atr_at_exit,level_price,level_time,h4_signal,cost_r,net_r
long,2024-09-30 01:45:00+00:00,2652.565,2646.2275372911413,2671.5773881265764,2024-09-30 10:15:00+00:00,2646.2275372911413,stop,-1.0,3.0473175606272136,2647.285,1727658000000000000,1,0.06349005848490707,-1.063490058484907
short,2024-10-03 15:30:00+00:00,2648.664,2655.905688939263,2626.9389331822113,2024-10-03 16:30:00+00:00,2655.905688939263,stop,-1.0,4.866254511513928,2653.815,1727946000000000000,-1,0.068121225547407,-1.068121225547407
short,2024-10-04 04:30:00+00:00,2663.175,2666.274825107872,2653.875524676385,2024-10-04 05:15:00+00:00,2666.274825107872,stop,-1.0,1.8499231802654517,2663.194,1727874000000000000,-1,0.11048886536970427,-1.1104888653697043
short,2024-10-04 05:30:00+00:00,2667.048,2668.2098143145026,2663.562557056491,2024-10-04 06:30:00+00:00,2663.562557056491,target,3.0,1.8347252565342937,2667.675,1728018000000000000,-1,0.21518068496769588,2.784819315032304
long,2024-10-21 14:45:00+00:00,2725.168,2720.927169189461,2737.8904924316175,2024-10-21 15:00:00+00:00,2720.927169189461,stop,-1.0,4.432095365954007,2723.465,1729486800000000000,1,0.11120574938422154,-1.1112057493842216
long,2024-10-21 19:00:00+00:00,2716.705,2713.1458244417995,2727.382526674601,2024-10-22 01:15:00+00:00,2727.382526674601,target,3.0,2.124431156630299,2714.165,1729530000000000000,1,0.07024098584403746,2.9297590141559624
long,2024-10-22 09:45:00+00:00,2731.375,2728.679857890628,2739.4604263281153,2024-10-22 13:15:00+00:00,2739.4604263281153,target,3.0,3.139925104650176,2729.438,1729587600000000000,1,0.09275948720131647,2.9072405127986833
long,2024-11-01 10:30:00+00:00,2746.905,2743.8218502195946,2756.154449341217,2024-11-01 12:30:00+00:00,2756.154449341217,target,3.0,3.59463814567164,2744.685,1730451600000000000,1,0.08108590818027334,2.9189140918197265
long,2024-11-01 15:00:00+00:00,2747.385,2740.7414311322186,2767.315706603345,2024-11-01 16:30:00+00:00,2740.7414311322186,stop,-1.0,4.90217625536145,2747.055,1730437200000000000,1,0.07452452478804483,-1.0745245247880448
long,2024-12-12 18:30:00+00:00,2685.878,2682.2869991723396,2696.6510024829818,2024-12-12 20:00:00+00:00,2682.2869991723396,stop,-1.0,3.624323228840288,2685.724,1733907600000000000,1,0.12008244557352077,-1.1200824455735208
long,2024-12-13 14:00:00+00:00,2663.154,2658.7401304675973,2676.395608597208,2024-12-13 14:30:00+00:00,2658.7401304675973,stop,-1.0,4.030987261497562,2662.805,1734080400000000000,1,0.10230238111027146,-1.1023023811102715
long,2024-12-13 18:00:00+00:00,2655.315,2653.0554974377774,2662.093507686668,2024-12-13 18:30:00+00:00,2653.0554974377774,stop,-1.0,3.6223798131914804,2654.525,1734094800000000000,1,0.19080261198530404,-1.1908026119853041
